ID;Data;Tipo;Descrição;Categoria;Classificação;Pagamento;Forma de Pagamento;Parcelas;Pagamento Realizado;Valor;Observações;Mês;Ano
1129;05/05/2025;Despesa;Reforma Igreja;Contas Fixas;Essencial;À Vista;Pix;;OK;30;Pix para Edna;Maio;2025
1130;05/05/2025;Despesa;Dente da Mãe;Saúde;Essencial;Parcelado;Pix;6 de 10;OK;125;Pix para Edna - Parcela 6/10;Maio;2025
1131;02/05/2025;Despesa;Combustível - Exame RP;Saúde;Extra;À Vista;Débito Santander;;OK;80;-;Maio;2025
1132;02/05/2025;Despesa;Café da manhã - Exame RP;Saúde;Extra;À Vista;Débito Santander;;OK;14,5;-;Maio;2025
1133;02/05/2025;Despesa;Estacionamento - Exame RP;Saúde;Extra;À Vista;Débito Santander;;OK;16;-;Maio;2025
1134;02/05/2025;Despesa;Almoço - Exame RP;Gastos Extras / Diversos;Extra;À Vista;Débito Santander;;OK;106,72;-;Maio;2025
1135;02/05/2025;Despesa;Estacionamento - Exame RP;Saúde;Extra;À Vista;Débito Santander;;OK;10;-;Maio;2025
1136;02/05/2025;Despesa;Bebidas Churrasco Leila;Bar / Restaurante / Churrasco;Extra;À Vista;Débito Santander;;OK;63,45;-;Maio;2025
1137;03/05/2025;Despesa;Salgados Supermercado Nova;Gastos Extras / Diversos;Extra;À Vista;Débito Santander;;OK;33,28;-;Maio;2025
1138;03/05/2025;Despesa;Churrasco Lamparelli;Bar / Restaurante / Churrasco;Extra;À Vista;Débito Santander;;OK;40;Pix para Lamparelli;Maio;2025
1139;05/05/2025;Despesa;Fisio - Combustível  - Sertãozinho;Saúde;Extra;À Vista;Débito Santander;;OK;50;-;Maio;2025
1140;07/05/2025;Despesa;Fisio - Combustível  - Sertãozinho;Saúde;Extra;À Vista;Débito Nubank;;OK;60;-;Maio;2025
1141;07/05/2025;Despesa;Lanche MC pós churrasco;Bar / Restaurante / Churrasco;Extra;À Vista;Pix;;OK;36;Pix para Maria Claudia;Maio;2025
1142;08/05/2025;Despesa;Ajuda Abrapec;Gastos Extras / Diversos;Extra;À Vista;Pix;;OK;20;Pix para Abrapec;Maio;2025
1143;09/05/2025;Despesa;Fisio - Combustível  - Sertãozinho;Saúde;Extra;À Vista;Débito Nubank;;OK;50;-;Maio;2025
1144;10/05/2025;Despesa;Retorno Nutricionista;Saúde;Essencial;À Vista;Pix;;OK;100;Pix para Hianka;Maio;2025
1145;10/05/2025;Despesa;Massagem Vanessa;Cuidados Pessoais;Não Essencial;À Vista;Pix;;OK;95;Pix para Vanessa;Maio;2025
1146;10/05/2025;Despesa;Jantar Sábado - Up Sushi;Bar / Restaurante / Churrasco;Extra;À Vista;Débito Nubank;;OK;129,98;-;Maio;2025
1147;11/05/2025;Despesa;Capinha Celular;Gastos Extras / Diversos;Extra;À Vista;Débito Nubank;;OK;70;-;Maio;2025
1148;11/05/2025;Despesa;Fisio - Combustível  - Sertãozinho;Saúde;Extra;À Vista;Débito Nubank;;OK;70;-;Maio;2025
1149;12/05/2025;Despesa;Protetor orelha natação;Gastos Gerais Corrida;Extra;À Vista;Pix;;OK;46,88;Pix para Shopee;Maio;2025
1150;12/05/2025;Despesa;Fisio - Combustível  - Sertãozinho;Saúde;Extra;À Vista;Débito Nubank;;OK;60;-;Maio;2025
1151;14/05/2025;Despesa;Combustível São Paulo;Transporte;Extra;À Vista;Débito Nubank;;OK;121,99;-;Maio;2025
1152;15/05/2025;Despesa;Bebidas viagem São Paulo;Gastos Extras / Diversos;Extra;À Vista;Débito Nubank;;OK;35,47;-;Maio;2025
1153;15/05/2025;Despesa;Café da manhã - Aeroporto SP;Bar / Restaurante / Churrasco;Extra;À Vista;Débito Nubank;;OK;24,86;-;Maio;2025
1154;15/05/2025;Despesa;Almoço - São Paulo;Bar / Restaurante / Churrasco;Extra;À Vista;Débito Nubank;;OK;43,4;-;Maio;2025
1155;16/05/2025;Despesa;Fisio - Combustível  - Sertãozinho;Saúde;Extra;À Vista;Débito Nubank;;OK;60;-;Maio;2025
1156;17/05/2025;Despesa;Jantar Sábado - Pizzaria N°1;Bar / Restaurante / Churrasco;Extra;À Vista;Débito Nubank;;OK;75;-;Maio;2025
1157;19/05/2025;Despesa;Salgado pós pegar exames RP;Gastos Extras / Diversos;Extra;À Vista;Débito Nubank;;OK;19;-;Maio;2025
1158;20/05/2025;Despesa;Fisio - Combustível  - Sertãozinho;Saúde;Extra;À Vista;Débito Nubank;;OK;60;-;Maio;2025
1159;20/05/2025;Despesa;Complemento + IPVA;Transporte;Essencial;À Vista;Débito Nubank;;OK;230;-;Maio;2025
1160;21/05/2025;Despesa;Vivo Controle;Contas Fixas;Essencial;À Vista;Débito Santander;;OK;95;-;Maio;2025
1161;21/05/2025;Despesa;Fisio - Combustível  - Sertãozinho;Saúde;Extra;À Vista;Débito Nubank;;OK;50;-;Maio;2025
1162;23/05/2025;Despesa;Ajuda Ong Pata e Garras;Gastos Extras / Diversos;Extra;À Vista;Pix;;OK;20;Pix para Carol Ong;Maio;2025
1163;23/05/2025;Despesa;Troca Modalidade Maratona Floripa;Gastos Gerais Corrida;Extra;À Vista;Pix;;OK;30;Pix para Grupo STC;Maio;2025
1164;24/05/2025;Despesa;Jantar Sábado - Salgar;Bar / Restaurante / Churrasco;Extra;À Vista;Débito Nubank;;OK;185;-;Maio;2025
1165;25/05/2025;Despesa;Gatorade pós Corrida;Gastos Gerais Corrida;Extra;À Vista;Débito Nubank;;OK;9,49;-;Maio;2025
1166;25/05/2025;Despesa;Café da Manhã pós corrida;Bar / Restaurante / Churrasco;Extra;À Vista;Débito Nubank;;OK;46,4;-;Maio;2025
1167;28/05/2025;Despesa;Fisio - Combustível  - Sertãozinho;Saúde;Extra;À Vista;Débito Nubank;;OK;80;-;Maio;2025
1168;28/05/2025;Despesa;Estacionamento - Exame Sertãzinho;Gastos Extras / Diversos;Extra;À Vista;Débito Nubank;;OK;8;-;Maio;2025
1169;30/05/2025;Despesa;Bebidas Churrasco Sexta;Bar / Restaurante / Churrasco;Extra;À Vista;Débito Nubank;;OK;47,88;-;Maio;2025
1170;01/06/2025;Receita;Salário;Entrada;;;;;OK;5059,09;-;Junho;2025
1171;31/05/2025;Sobra;Sobra Maio 2025;Entrada;;;;;OK;29,3;-;Junho;2025
1172;01/06/2025;Receita;Pix Leo;Entrada;;;;;OK;14;-;Junho;2025
1173;29/04/2025;Despesa;Perfume CH ;Cuidados Pessoais;Essencial;Parcelado;Crédito Nubank;10 de 10;OK;46,2;Parcela 10/10 - Pago dia 02/06/2025;Junho;2025
1174;29/04/2025;Despesa;Compra Diversa Amazon;Gastos Extras / Diversos;Não Essencial;Parcelado;Crédito Nubank;8 de 10;OK;75,87;Parcela 8/10 - Pago dia 02/06/2025;Junho;2025
1175;29/04/2025;Despesa;Presente de Natal dos Meninos;Gastos Extras / Diversos;Não Essencial;Parcelado;Crédito Nubank;6 de 6;OK;66,26;Parcela 6/6 - Pago dia 02/06/2025;Junho;2025
1176;24/01/2025;Despesa;Som Carro;Transporte;Não Essencial;Parcelado;Crédito Santander;4 de 10;OK;57,29;Parcela 4/10 - Pago dia 01/06/2025;Junho;2025
1177;29/04/2025;Despesa;Portão Cachorras;Gastos Extras / Diversos;Extra;À Vista;Crédito Nubank;;OK;62,49;Pago dia 02/06/2025;Junho;2025
1178;29/04/2025;Despesa;Pacote Premiere;Entretenimento;Essencial;Parcelado;Crédito Nubank;2 de 12;OK;29,9;Parcela 2/12 - Pago dia 02/06/2025;Junho;2025
1179;07/04/2025;Despesa;Massageador / Suplementos DUX;Gastos Gerais Corrida;Não Essencial;Parcelado;Crédito Nubank;2 de 5;OK;50,422;Parcela 2/5 - Pago dia 02/06/2025;Junho;2025
1180;03/05/2025;Despesa;Ração Cachoras;Contas Fixas;Essencial;Parcelado;Crédito Nubank;1 de 3;OK;134,78;Parcela 1/3 - Pago dia 02/06/2025;Junho;2025
1181;05/05/2025;Despesa;Amazon Prime;Entretenimento;Essencial;À Vista;Crédito Nubank;;OK;19,9;Pago dia 02/06/2025;Junho;2025
1182;03/05/2025;Despesa;Mensalidade Junho Cardiofísico;Saúde;Essencial;À Vista;Crédito Nubank;;OK;117;Pago dia 02/06/2025;Junho;2025
1183;12/05/2025;Despesa;HBO Max;Entretenimento;Essencial;À Vista;Crédito Nubank;;OK;33,91;Pago dia 02/06/2025;Junho;2025
1184;12/05/2025;Despesa;Fisio - Combustível  - Sertãozinho;Saúde;Extra;À Vista;Crédito Santander;;OK;50;Pago dia 01/06/2025;Junho;2025
1185;14/05/2025;Despesa;Presente Dia das Mães;Gastos Extras / Diversos;Extra;Parcelado;Crédito Nubank;1 de 2;OK;90;Parcela 1/2 - Pago dia 02/06/2025;Junho;2025
1186;20/05/2025;Despesa;Whey e Cretina - Mercado Livre;Gastos Gerais Corrida;Extra;Parcelado;Crédito Nubank;1 de 4;OK;42,91;Parcela 1/4 - Pago dia 02/06/2025;Junho;2025
1187;20/05/2025;Despesa;Sem Parar;Transporte;Não Essencial;À Vista;Crédito Santander;;OK;50;Pago dia 01/06/2025;Junho;2025
1188;21/05/2025;Despesa;Google Storage;Entretenimento;Extra;À Vista;Crédito Nubank;;OK;9,99;Pago dia 02/06/2025;Junho;2025
1189;21/05/2025;Despesa;Sem Parar;Transporte;Não Essencial;À Vista;Crédito Santander;;OK;50;Pago dia 01/06/2025;Junho;2025
1190;22/05/2025;Despesa;Paramount+;Entretenimento;Extra;À Vista;Crédito Nubank;;OK;27,9;Pago dia 02/06/2025;Junho;2025
1191;24/05/2025;Despesa;Spotify;Entretenimento;Essencial;À Vista;Crédito Nubank;;OK;27,9;Pago dia 02/06/2025;Junho;2025
1192;27/05/2025;Despesa;Apple Storage;Entretenimento;Extra;À Vista;Crédito Nubank;;OK;4,9;Pago dia 02/06/2025;Junho;2025
1193;02/06/2025;Despesa;Instalação do Ar Condicionado;Reposição Reserva;Essencial;Parcelado;Débito Nubank;6 de 10;OK;70;6/10 - Reposição dinheiro resgatado;Junho;2025
1194;02/06/2025;Despesa;Relógio Garmin;Reposição Reserva;Essencial;Parcelado;Débito Nubank;6 de 10;OK;210;6/10 - Reposição dinheiro resgatado;Junho;2025
1195;02/06/2025;Despesa;Celular;Reposição Reserva;Essencial;Parcelado;Débito Nubank;6 de 12;OK;200;6/12 - Reposição dinheiro resgatado;Junho;2025
1196;02/06/2025;Despesa;Taxa Visto EUA;Reposição Reserva;Essencial;Parcelado;Débito Nubank;5 de 10;OK;115;5/10 - Reposição dinheiro resgatado;Junho;2025
1197;02/06/2025;Despesa;Passagem Aérea Florianópolis;Reposição Reserva;Essencial;Parcelado;Débito Nubank;3 de 10;OK;74;3/10 - Reposição dinheiro resgatado;Junho;2025
1198;02/06/2025;Despesa;Tenis New Balance - EUA;Reposição Reserva;Essencial;Parcelado;Débito Nubank;3 de 10;OK;152;3/10 - Reposição dinheiro resgatado;Junho;2025
1199;02/06/2025;Despesa;Cartão de Crédito BTG;Gastos Gerais Corrida;Extra;À Vista;Débito Nubank;;OK;75;Pagamento Fatura CC BTG;Junho;2025
1200;02/06/2025;Despesa;Fies;Contas Fixas;Essencial;À Vista;Boleto;;OK;208,19;-;Junho;2025
1201;02/06/2025;Despesa;Mensalidade Corregiz;Gastos Gerais Corrida;Essencial;À Vista;Pix;;OK;90;Pix para Victor Giz;Junho;2025
1202;02/06/2025;Despesa;Banho Cachorras;Gastos Extras / Diversos;Não Essencial;À Vista;Pix;;OK;120;Pix para Edna;Junho;2025
1203;02/06/2025;Despesa;Reforma Igreja;Contas Fixas;Essencial;À Vista;Pix;;OK;30;Pix para Edna;Junho;2025
1204;02/06/2025;Despesa;Dente da Mãe;Saúde;Essencial;Parcelado;Pix;7 de 10;OK;125;Pix para Edna - Parcela 7/10;Junho;2025
1205;02/06/2025;Despesa;Veterinária/Remédio Cachorras;Contas Fixas;Essencial;À Vista;Pix;;OK;104;Pix para Edna;Junho;2025
1206;02/06/2025;Despesa;Remédio Cúrcuma;Saúde;Não Essencial;À Vista;Pix;;OK;40;Pix para Edna;Junho;2025
1207;02/06/2025;Despesa;Pedágios Carro Edna;Gastos Extras / Diversos;Extra;À Vista;Pix;;OK;200;Pix para Edna;Junho;2025
1208;02/06/2025;Despesa;Bolão Quina de São João;Gastos Extras / Diversos;Extra;À Vista;Pix;;OK;30;Pix para Jeferson Moro;Junho;2025
1209;05/06/2025;Despesa;Pizza N°1 após missa na Quinta;Bar / Restaurante / Churrasco;Extra;À Vista;Débito Nubank;;OK;43;-;Junho;2025
1210;06/06/2025;Despesa;Fisio - Combustível  - Sertãozinho;Saúde;Extra;À Vista;Débito Nubank;;OK;60;-;Junho;2025
1211;06/06/2025;Despesa;Inscrição Corrida SH;Gastos Gerais Corrida;Não Essencial;À Vista;Pix;;OK;50;Pix para Maria Clara SH;Junho;2025
1212;07/06/2025;Despesa;Corte de Cabelo;Cuidados Pessoais;Não Essencial;À Vista;Pix;;OK;30;Pix para Maurício;Junho;2025
1213;07/06/2025;Despesa;Salgado pós doação de Sangue;Gastos Extras / Diversos;Extra;À Vista;Débito Nubank;;OK;22;-;Junho;2025
1214;09/06/2025;Despesa;Presente Joyce;Gastos Extras / Diversos;Extra;À Vista;Pix;;OK;131,42;Pix para Shopee;Junho;2025
1215;10/06/2025;Despesa;Massas Elisa;Gastos Extras / Diversos;Extra;À Vista;Pix;;OK;60;Pix para Luciana;Junho;2025
1216;10/06/2025;Despesa;Presente Leticia PPCM;Gastos Extras / Diversos;Extra;À Vista;Pix;;OK;8;Pix para Carol PPCM;Junho;2025
1217;13/06/2025;Despesa;Combustível Sertãozinho;Transporte;Extra;À Vista;Débito Nubank;;OK;60;-;Junho;2025
1218;13/06/2025;Despesa;Janta Sexta Feira - Dedão;Bar / Restaurante / Churrasco;Extra;À Vista;Pix;;OK;160;Pix para Dedão;Junho;2025
1219;14/06/2025;Despesa;Janta Sábado - Pizza N°1;Bar / Restaurante / Churrasco;Extra;À Vista;Débito Nubank;;OK;159;-;Junho;2025
1220;16/06/2025;Despesa;Janta Aniversário Joyce;Bar / Restaurante / Churrasco;Extra;À Vista;Débito Nubank;;OK;103,09;-;Junho;2025
1221;16/06/2025;Despesa;Água no posto esperando Joyce;Gastos Extras / Diversos;Extra;À Vista;Débito Nubank;;OK;3,5;-;Junho;2025
1222;20/06/2025;Despesa;Combustível Araraquara;Transporte;Extra;À Vista;Débito Nubank;;OK;80;-;Junho;2025
1223;21/06/2025;Despesa;Festa Junina Nipo;Bar / Restaurante / Churrasco;Extra;À Vista;Débito Nubank;;OK;83;-;Junho;2025
1224;21/06/2025;Despesa;Vivo Controle;Contas Fixas;Essencial;À Vista;Débito Santander;;OK;95,8;-;Junho;2025
1225;21/06/2025;Despesa;Retorno Nutricionista;Saúde;Essencial;À Vista;Pix;;OK;100;Pix para Hianka;Junho;2025
1226;25/06/2025;Despesa;Camiseta Peregrinação;Gastos Extras / Diversos;Extra;À Vista;Pix;;OK;60;Pix para Henrique Barbieri;Junho;2025
1227;27/06/2025;Despesa;Combustível Sertãozinho;Transporte;Extra;À Vista;Débito Nubank;;OK;60;-;Junho;2025
1228;27/06/2025;Despesa;Ingresso Senhor Boteco;Bar / Restaurante / Churrasco;Extra;À Vista;Pix;;OK;22;Pix para Léo;Junho;2025
1229;28/06/2025;Despesa;Bebidas e  Petiscos - Jogo Palmeiras;Bar / Restaurante / Churrasco;Extra;À Vista;Débito Nubank;;OK;225,53;-;Junho;2025
1230;01/07/2025;Receita;Salário;Entrada;;;;;OK;4980,94;-;Julho;2025
1231;30/06/2025;Sobra;Sobra Junho 2025;Entrada;;;;;OK;595,238;-;Julho;2025
1232;02/07/2025;Receita;Pix Léo;Entrada;;;;;OK;14;-;Julho;2025
1233;07/07/2025;Receita;Pix Luciene Giz;Entrada;;;;;OK;150;-;Julho;2025
1234;10/07/2025;Receita;PPR + Bônus ;Entrada;;;;;OK;2853,85;-;Julho;2025
1235;11/07/2025;Receita;Férias;Entrada;;;;;OK;1317,34;-;Julho;2025
1236;30/05/2025;Despesa;Compra Diversa Amazon;Gastos Extras / Diversos;Não Essencial;Parcelado;Crédito Nubank;9 de 10;OK;75,86;Parcela 9/10 - Pago dia 01/07/2025;Julho;2025
1237;24/01/2025;Despesa;Som Carro;Transporte;Não Essencial;Parcelado;Crédito Santander;5 de 10;OK;57,29;Parcela 5/10 - Pago dia 01/07/2025;Julho;2025
1238;30/05/2025;Despesa;Pacote Premiere;Entretenimento;Essencial;Parcelado;Crédito Nubank;3 de 12;OK;29,9;Parcela 3/12 - Pago dia 01/07/2025;Julho;2025
1239;30/05/2025;Despesa;Massageador / Suplementos DUX;Gastos Gerais Corrida;Não Essencial;Parcelado;Crédito Nubank;3 de 5;OK;50,422;Parcela 3/5 - Pago dia 01/07/2025;Julho;2025
1240;30/05/2025;Despesa;Ração Cachoras;Contas Fixas;Essencial;Parcelado;Crédito Nubank;2 de 3;OK;134,7666667;Parcela 2/3 - Pago dia 01/07/2025;Julho;2025
1241;20/05/2025;Despesa;Whey e Cretina - Mercado Livre;Gastos Gerais Corrida;Extra;Parcelado;Crédito Nubank;2 de 4;OK;42,88;Parcela 2/4 - Pago dia 01/07/2025;Julho;2025
1242;14/05/2025;Despesa;Presente Dia das Mães;Gastos Extras / Diversos;Extra;Parcelado;Crédito Nubank;2 de 2;OK;90;Parcela 2/2 - Pago dia 01/07/2025;Julho;2025
1243;01/06/2025;Despesa;Bebida Churrasco Feih;Bar / Restaurante / Churrasco;Extra;À Vista;Crédito Nubank;;OK;78,99;Pago dia 01/07/2025;Julho;2025
1244;02/06/2025;Despesa;Mensalidade Jun. Cardiofísico;Saúde;Essencial;À Vista;Crédito Nubank;;OK;117;Pago dia 01/07/2025;Julho;2025
1245;04/06/2025;Despesa;Amazon Prime;Entretenimento;Essencial;À Vista;Crédito Nubank;;OK;19,9;Pago dia 01/07/2025;Julho;2025
1246;06/06/2025;Despesa;Sem Parar;Transporte;Essencial;À Vista;Crédito Santander;;OK;50;Pago dia 01/07/2025;Julho;2025
1247;11/06/2025;Despesa;HBO Max;Entretenimento;Essencial;À Vista;Crédito Nubank;;OK;33,91;Pago dia 01/07/2025;Julho;2025
1248;13/06/2025;Despesa;Sem Parar;Transporte;Essencial;À Vista;Crédito Santander;;OK;50;Pago dia 01/07/2025;Julho;2025
1249;18/06/2026;Despesa;Parcela Pós-Graduação;Contas Fixas;Essencial;Parcelado;Crédito Nubank;1 de 18;OK;327,76;Parcela 1/18 - Pago dia 01/07/2025;Julho;2025
1250;21/06/2025;Despesa;Google Storage;Entretenimento;Extra;À Vista;Crédito Nubank;;OK;9,99;Pago dia 01/07/2025;Julho;2025
1251;22/06/2025;Despesa;Paramount+;Entretenimento;Extra;À Vista;Crédito Nubank;;OK;27,9;Pago dia 01/07/2025;Julho;2025
1252;25/06/2025;Despesa;Spotify;Entretenimento;Essencial;À Vista;Crédito Nubank;;OK;27,9;Pago dia 01/07/2025;Julho;2025
1253;27/06/2025;Despesa;Apple Storage;Entretenimento;Extra;À Vista;Crédito Nubank;;OK;5,9;Pago dia 01/07/2025;Julho;2025
1254;01/07/2025;Despesa;Instalação do Ar Condicionado;Reposição Reserva;Essencial;Parcelado;Débito Nubank;7 de 10;OK;70;7/10 - Reposição dinheiro resgatado;Julho;2025
1255;01/07/2025;Despesa;Relógio Garmin;Reposição Reserva;Essencial;Parcelado;Débito Nubank;7 de 10;OK;210;7/10 - Reposição dinheiro resgatado;Julho;2025
1256;01/07/2025;Despesa;Celular;Reposição Reserva;Essencial;Parcelado;Débito Nubank;7 de 12;OK;200;7/12 - Reposição dinheiro resgatado;Julho;2025
1257;01/07/2025;Despesa;Taxa Visto EUA;Reposição Reserva;Essencial;Parcelado;Débito Nubank;6 de 10;OK;115;6/10 - Reposição dinheiro resgatado;Julho;2025
1258;01/07/2025;Despesa;Passagem Aérea Florianópolis;Reposição Reserva;Essencial;Parcelado;Débito Nubank;4 de 10;OK;74;4/10 - Reposição dinheiro resgatado;Julho;2025
1259;01/07/2025;Despesa;Tenis New Balance - EUA;Reposição Reserva;Essencial;Parcelado;Débito Nubank;4 de 10;OK;152;4/10 - Reposição dinheiro resgatado;Julho;2025
1260;01/07/2025;Despesa;Cartão de Crédito BTG;Gastos Gerais Corrida;Extra;À Vista;Débito Nubank;;OK;92;Pagamento Fatura CC BTG;Julho;2025
1261;01/07/2025;Despesa;Fies;Contas Fixas;Essencial;À Vista;Boleto;;OK;208,19;-;Julho;2025
1262;01/07/2025;Despesa;Mensalidade Corregiz;Gastos Gerais Corrida;Essencial;À Vista;Pix;;OK;90;Pix para Victor Giz;Julho;2025
1263;01/07/2025;Despesa;Banho Cachorras;Gastos Extras / Diversos;Não Essencial;À Vista;Pix;;OK;120;Pix para Edna;Julho;2025
1264;01/07/2025;Despesa;Reforma Igreja;Contas Fixas;Essencial;À Vista;Pix;;OK;30;Pix para Edna;Julho;2025
1265;01/07/2025;Despesa;Dente da Mãe;Saúde;Essencial;Parcelado;Pix;8 de 10;OK;125;Pix para Edna - Parcela 8/10;Julho;2025
1266;01/07/2025;Despesa;Pagamento Taxa Passaporte ;Viagens;Não Essencial;À Vista;Boleto;;OK;257,25;-;Julho;2025
1267;02/07/2025;Despesa;Compras EUA;Gastos Extras / Diversos;Extra;À Vista;Pix;;OK;555;Pix para Guilherme;Julho;2025
1268;02/07/2025;Despesa;Camisetas Corregiz;Gastos Gerais Corrida;Extra;À Vista;Pix;;OK;105;Pix para Victor Giz;Julho;2025
1269;03/07/2025;Despesa;Whey  - Mercado Livre;Gastos Extras / Diversos;Extra;À Vista;Pix;;OK;152,92;Pix para Mercado Livre;Julho;2025
1270;04/07/2025;Despesa;Garrafinha Mercado Livre;Gastos Gerais Corrida;Extra;À Vista;Pix;;OK;51,2;Pix para Mercado Livre;Julho;2025
1271;04/07/2025;Despesa;Cerveja Savegnago - Palmeiras;Gastos Extras / Diversos;Extra;À Vista;Débito Nubank;;OK;96,21;-;Julho;2025
1272;05/07/2025;Despesa;Combustível;Transporte;Extra;À Vista;Débito Nubank;;OK;30;-;Julho;2025
1273;06/07/2025;Despesa;Bebida e Carne - Churrasco Balão;Bar / Restaurante / Churrasco;Extra;À Vista;Pix;;OK;90;Pix para Balão;Julho;2025
1274;08/07/2025;Despesa;Tapiocas APAE - Quitute;Bar / Restaurante / Churrasco;Extra;À Vista;;;OK;60;-;Julho;2025
1275;08/07/2025;Despesa;Ajuda Abrapec;Gastos Extras / Diversos;Extra;À Vista;Pix;;OK;20;Pix para Abrapec;Julho;2025
1276;10/07/2025;Despesa;Remédios Luis;Saúde;Essencial;À Vista;Pix;;OK;46;Pix para Edna;Julho;2025
1277;10/07/2025;Despesa;Investimento Binance (U$516,2);Poupado / Investimento;Essencial;À Vista;Pix;;OK;2850;Pix para Binance;Julho;2025
1278;11/07/2025;Despesa;Padaria Nilza - Edna;Gastos Extras / Diversos;Extra;À Vista;Débito Nubank;;OK;70,65;-;Julho;2025
1279;12/07/2025;Despesa;Bebida Churrasco Cesinha;Bar / Restaurante / Churrasco;Extra;À Vista;Débito Nubank;;OK;16,45;-;Julho;2025
1280;12/07/2025;Despesa;Festa do Quitute - Bebida;Bar / Restaurante / Churrasco;Extra;À Vista;Débito Nubank;;OK;8;-;Julho;2025
1281;12/07/2025;Despesa;Festa do Quitute - Bebida;Bar / Restaurante / Churrasco;Extra;À Vista;Débito Nubank;;OK;10;-;Julho;2025
1282;12/07/2025;Despesa;Festa do Quitute - Tapioca;Bar / Restaurante / Churrasco;Extra;À Vista;Débito Nubank;;OK;30;-;Julho;2025
1283;13/07/2025;Despesa;Festa do Quitute - Bebida;Bar / Restaurante / Churrasco;Extra;À Vista;Débito Nubank;;OK;8;-;Julho;2025
1284;13/07/2025;Despesa;Festa do Quitute - Bebida;Bar / Restaurante / Churrasco;Extra;À Vista;Débito Nubank;;OK;8;-;Julho;2025
1285;13/07/2025;Despesa;Doação Mulher Surda Quitute;Gastos Extras / Diversos;Extra;À Vista;Pix;;OK;5;Pix para Roberta;Julho;2025
1286;13/07/2025;Despesa;Festa do Quitute - Frango Frito;Bar / Restaurante / Churrasco;Extra;À Vista;Débito Nubank;;OK;45;-;Julho;2025
1287;13/07/2025;Despesa;Festa do Quitute - Doces;Bar / Restaurante / Churrasco;Extra;À Vista;Débito Nubank;;OK;39;-;Julho;2025
1288;13/07/2025;Despesa;Festa do Quitute - Doces;Bar / Restaurante / Churrasco;Extra;À Vista;Débito Nubank;;OK;27;-;Julho;2025
1289;14/07/2025;Despesa;Padaria Nilza - Edna;Gastos Extras / Diversos;Extra;À Vista;Débito Nubank;;OK;51,65;-;Julho;2025
1290;14/07/2025;Despesa;Licenciamento Polo;Transporte;Essencial;À Vista;Débito Santander;;OK;167,74;-;Julho;2025
1291;16/07/2025;Despesa;Festa do Quitute - Bebida;Bar / Restaurante / Churrasco;Extra;À Vista;Débito Nubank;;OK;20;-;Julho;2025
1292;16/07/2025;Despesa;Festa do Quitute - Bebida;Bar / Restaurante / Churrasco;Extra;À Vista;Débito Nubank;;OK;32;-;Julho;2025
1293;16/07/2025;Despesa;Festa do Quitute - Bebida;Bar / Restaurante / Churrasco;Extra;À Vista;Débito Nubank;;OK;24;-;Julho;2025
1294;16/07/2025;Despesa;Festa do Quitute - Doces;Bar / Restaurante / Churrasco;Extra;À Vista;Pix;;OK;90;Pix para Edna;Julho;2025
1295;17/07/2025;Despesa;Almoço Ribeirão - Bar do Nelson;Bar / Restaurante / Churrasco;Extra;À Vista;Débito Nubank;;OK;186,22;-;Julho;2025
1296;17/07/2025;Despesa;Estacionamento Shopping;Gastos Extras / Diversos;Extra;À Vista;Débito Nubank;;OK;12;-;Julho;2025
1297;18/07/2025;Despesa;Combustível Sertãozinho;Transporte;Extra;À Vista;Débito Nubank;;OK;50;-;Julho;2025
1298;18/07/2025;Despesa;Festa Junina Corregiz;Bar / Restaurante / Churrasco;Extra;À Vista;Débito Nubank;;OK;65;-;Julho;2025
1299;18/07/2025;Despesa;Bebidas Festa Junina;Bar / Restaurante / Churrasco;Extra;À Vista;Débito Nubank;;OK;28,17;-;Julho;2025
1300;19/07/2025;Despesa;Paulo Lanches com a Turma;Gastos Extras / Diversos;Extra;À Vista;Débito Nubank;;OK;54;-;Julho;2025
1301;19/07/2025;Despesa;Jantar Sábado - Salgar;Bar / Restaurante / Churrasco;Extra;À Vista;Débito Nubank;;OK;96;-;Julho;2025
1302;21/07/2025;Despesa;Vivo Controle;Contas Fixas;Essencial;À Vista;Débito Santander;;OK;100,65;-;Julho;2025
1303;23/07/2025;Despesa;Planilha de treino;Gastos Gerais Corrida;Extra;À Vista;Débito Nubank;;OK;19,9;-;Julho;2025
1304;24/07/2025;Despesa;Rifa Estevão;Gastos Extras / Diversos;Não Essencial;À Vista;Pix;;OK;100;Pix para Estevão;Julho;2025
1305;25/07/2025;Despesa;Compra massa de Pastel;Gastos Extras / Diversos;Extra;À Vista;Pix;;OK;20;Pix para Nilva;Julho;2025
1306;25/07/2025;Despesa;Carne para Churrasco Juliana;Bar / Restaurante / Churrasco;Extra;À Vista;Débito Nubank;;OK;89,9;-;Julho;2025
1307;25/07/2025;Despesa;Dinheiro para perigrinação Joyce;Gastos Extras / Diversos;Não Essencial;À Vista;Pix;;OK;600;Pix para Joyce;Julho;2025
1308;26/07/2025;Despesa;Bebidas Festa Casa Dodô;Bar / Restaurante / Churrasco;Extra;À Vista;Débito Nubank;;OK;100;-;Julho;2025
1309;26/07/2025;Despesa;Mc Donalds pós festa Casa Dodô;Bar / Restaurante / Churrasco;Extra;À Vista;Débito Nubank;;OK;89,7;-;Julho;2025
